Song,Artist,Compound,Negitive,Neutral,Positive
Endless Love,Luther Vandross,0.9944,0.058,0.649,0.293
Evergreen,Luther Vandross,0.9949,0.0,0.622,0.378
For The Sweetness Of Your Love,Luther Vandross,0.9955,0.054,0.721,0.225
For You To Love,Luther Vandross,0.9991,0.029,0.662,0.309
Going In Circles,Luther Vandross,0.8516,0.012,0.905,0.083
Got You Home,Luther Vandross,0.9967,0.043,0.605,0.352
Grown Thangs,Luther Vandross,0.9922,0.021,0.831,0.147
Hearts Get Broken All The Time,Luther Vandross,-0.9095,0.178,0.672,0.15
Heaven Knows,Luther Vandross,0.9997,0.032,0.546,0.422
Here And Now,Luther Vandross,0.9991,0.0,0.617,0.383
Hit It Again,Luther Vandross,0.9932,0.067,0.751,0.182
How Do I Tell Her,Luther Vandross,0.9921,0.009,0.905,0.086
How Many Times Can We Say Goodbye,Luther Vandross,0.8591,0.134,0.706,0.161
I Can Make It Better,Luther Vandross,0.9937,0.078,0.737,0.185
I Can Tell You That,Luther Vandross,0.9982,0.058,0.661,0.281
I Gave It Up (When I Fell In Love),Luther Vandross,0.9959,0.061,0.671,0.268
I Really Didn't Mean It,Luther Vandross,0.9596,0.099,0.767,0.134
I Wanted Your Love,Luther Vandross,0.9982,0.067,0.616,0.317
I Who Have Nothing,Luther Vandross,0.9955,0.031,0.733,0.236
I Wonder,Luther Vandross,0.9957,0.059,0.747,0.194
I'd Rather,Luther Vandross,0.9944,0.108,0.687,0.205
If I Didn't Know Better,Luther Vandross,0.9899,0.085,0.706,0.209
If Only For One Night,Luther Vandross,0.8472,0.093,0.739,0.168
If This World Were Mine,Luther Vandross,0.9962,0.008,0.767,0.225
I'll Let You Slide,Luther Vandross,0.9979,0.047,0.767,0.186
I'm Only Human,Luther Vandross,0.9742,0.13,0.691,0.178
Impossible Dream,Luther Vandross,0.9136,0.14,0.634,0.226
Isn't There Someone,Luther Vandross,0.9966,0.05,0.681,0.269
It's All About You,Luther Vandross,0.9878,0.022,0.814,0.164
It's Hard For Me To Say,Luther Vandross,0.9855,0.067,0.756,0.177
It's Over Now,Luther Vandross,-0.9544,0.131,0.813,0.055
Killing Me Softly,Luther Vandross,-0.998,0.247,0.726,0.027
Let's Make Tonight The Night,Luther Vandross,0.9954,0.102,0.671,0.227
Like I'm Invisible,Luther Vandross,0.9981,0.043,0.687,0.27
Love Forgot,Luther Vandross,0.9992,0.07,0.601,0.33
"Love It, Love It",Luther Vandross,0.9995,0.028,0.574,0.399
Love Me Again,Luther Vandross,0.9986,0.019,0.682,0.299
Love Won't Let Me Wait,Luther Vandross,0.9966,0.059,0.672,0.269
Lovely Day,Luther Vandross,0.9925,0.048,0.644,0.308
Make Me A Believer,Luther Vandross,0.993,0.026,0.714,0.26
Never Too Much,Luther Vandross,0.9967,0.031,0.744,0.225
Nobody To Love,Luther Vandross,-0.9974,0.251,0.671,0.078
Now That I Have You,Luther Vandross,0.8567,0.18,0.649,0.171
Once Were Lovers,Luther Vandross,0.9552,0.145,0.654,0.201
Once You Know How,Luther Vandross,0.9903,0.026,0.635,0.34
One Night With You,Luther Vandross,0.9965,0.034,0.8,0.166
Other Side Of The World,Luther Vandross,0.9982,0.076,0.66,0.264
Please Come Home For Christmas,Luther Vandross,0.9976,0.025,0.615,0.36
Power Of Love,Luther Vandross,0.9997,0.023,0.649,0.328
Promise Me,Luther Vandross,0.9937,0.055,0.662,0.283
Reflections,Luther Vandross,0.9501,0.153,0.662,0.184
Religion,Luther Vandross,0.9921,0.041,0.782,0.177
Right In The Middle,Luther Vandross,0.9912,0.084,0.704,0.212
Say It Now,Luther Vandross,0.9925,0.095,0.716,0.189
Searching,Luther Vandross,-0.9736,0.184,0.709,0.106
She Doesn't Mind,Luther Vandross,0.9981,0.042,0.733,0.225
She Loves Me Back,Luther Vandross,0.8146,0.125,0.718,0.157
She Saw You,Luther Vandross,0.9693,0.097,0.743,0.159
She's A Super Lady,Luther Vandross,0.9989,0.027,0.628,0.345
Since I Lost My Baby,Luther Vandross,-0.9976,0.262,0.616,0.123
So Amazing,Luther Vandross,0.999,0.02,0.528,0.452
Sometimes It's Only Love,Luther Vandross,0.9975,0.032,0.665,0.302
Superstar,Luther Vandross,0.9996,0.029,0.567,0.404
The Glow Of Love,Luther Vandross,0.9995,0.009,0.604,0.387
The Night I Fell In Love,Luther Vandross,0.9497,0.01,0.832,0.158
The Rush,Luther Vandross,0.9936,0.025,0.787,0.188
The Second Time Around,Luther Vandross,0.9992,0.067,0.6,0.333
There's Nothing Better Than Love,Luther Vandross,0.9975,0.046,0.67,0.284
They Said You Needed Me,Luther Vandross,0.9853,0.063,0.753,0.184
This Is Christmas,Luther Vandross,0.9958,0.025,0.753,0.222
'til My Baby Comes Home,Luther Vandross,0.6175,0.114,0.746,0.14
Too Proud To Beg,Luther Vandross,0.9962,0.084,0.645,0.271
What The World Needs Now,Luther Vandross,0.9965,0.019,0.698,0.283
When I Need You,Luther Vandross,0.9957,0.025,0.767,0.208
Whether Or Not The World Gets Better,Luther Vandross,0.9987,0.094,0.578,0.328
Your Secret Love,Luther Vandross,0.9989,0.09,0.599,0.311
You're The Sweetest One,Luther Vandross,0.9987,0.012,0.59,0.398
Ain't No Good Life,Lynyrd Skynyrd,-0.0102,0.117,0.754,0.13
Ain't Too Proud To Pray,Lynyrd Skynyrd,-0.9629,0.208,0.661,0.131
All Funked Up,Lynyrd Skynyrd,-0.956,0.153,0.778,0.069
All I Can Do Is Write About It,Lynyrd Skynyrd,0.9908,0.03,0.79,0.18
Am I Losin'?,Lynyrd Skynyrd,0.9907,0.092,0.655,0.252
Backstreet Crawler,Lynyrd Skynyrd,0.9512,0.093,0.709,0.198
Berneice,Lynyrd Skynyrd,0.9653,0.028,0.804,0.168
Blame It On A Sad Song,Lynyrd Skynyrd,-0.9923,0.262,0.667,0.07
Born To Run,Lynyrd Skynyrd,-0.2321,0.09,0.828,0.082
Brickyard Road,Lynyrd Skynyrd,0.9559,0.025,0.877,0.098
Call Me The Breeze,Lynyrd Skynyrd,0.9097,0.024,0.832,0.145
Cheatin' Woman,Lynyrd Skynyrd,0.6209,0.174,0.626,0.2
Comin' Home,Lynyrd Skynyrd,0.9956,0.029,0.74,0.231
Crossroad,Lynyrd Skynyrd,0.875,0.0,0.918,0.082
Devil In The Bottle',Lynyrd Skynyrd,-0.9968,0.332,0.523,0.146
Do It Up Right,Lynyrd Skynyrd,0.8294,0.127,0.71,0.163
Double Trouble,Lynyrd Skynyrd,-0.7929,0.14,0.737,0.123
Down South Jukin',Lynyrd Skynyrd,0.9239,0.009,0.882,0.109
Every Mother's Son,Lynyrd Skynyrd,0.9773,0.069,0.704,0.227
Four Walls Of Raiford,Lynyrd Skynyrd,0.961,0.146,0.641,0.213
Georgia Peaches,Lynyrd Skynyrd,0.9978,0.037,0.606,0.357
Gimme Back My Bullets,Lynyrd Skynyrd,0.9753,0.056,0.774,0.17
God And Guns,Lynyrd Skynyrd,0.9983,0.009,0.688,0.303
Gone Fishin',Lynyrd Skynyrd,0.975,0.038,0.815,0.147
Good Thing,Lynyrd Skynyrd,0.9774,0.07,0.739,0.191
Gotta Go,Lynyrd Skynyrd,0.9226,0.063,0.798,0.139
Greensleeves,Lynyrd Skynyrd,0.9663,0.083,0.678,0.239
Heartbreak Hotel,Lynyrd Skynyrd,-0.9932,0.447,0.513,0.04
Hell Or Heaven,Lynyrd Skynyrd,0.9841,0.104,0.699,0.196
He's Alive,Lynyrd Skynyrd,0.9866,0.045,0.643,0.312
Hilera-define,Lynyrd Skynyrd,-0.9843,0.214,0.747,0.038
Hillbilly Blues,Lynyrd Skynyrd,0.014,0.043,0.908,0.049
Honey Hole,Lynyrd Skynyrd,0.8585,0.0,0.948,0.052
Honky Tonk Night Time Man,Lynyrd Skynyrd,0.9664,0.022,0.827,0.151
I Ain't The One,Lynyrd Skynyrd,0.9901,0.041,0.775,0.184
I Know A Little,Lynyrd Skynyrd,0.9897,0.023,0.704,0.273
I Need You,Lynyrd Skynyrd,0.9846,0.065,0.753,0.182
I'm A Country Boy,Lynyrd Skynyrd,0.9944,0.091,0.708,0.201
It's A Killer,Lynyrd Skynyrd,-0.9953,0.229,0.729,0.042
I've Been Your Fool,Lynyrd Skynyrd,-0.9902,0.241,0.674,0.085
I've Seen Enough,Lynyrd Skynyrd,-0.8562,0.139,0.761,0.099
Jacksonville Kid,Lynyrd Skynyrd,0.9926,0.058,0.678,0.264
Jake,Lynyrd Skynyrd,0.9773,0.077,0.741,0.182
Keeping The Faith,Lynyrd Skynyrd,0.9796,0.08,0.704,0.216
Kiss Your Freedom Goodbye,Lynyrd Skynyrd,0.9905,0.014,0.785,0.201
Lend A Helpin' Hand,Lynyrd Skynyrd,0.9738,0.08,0.739,0.18
Life's Lessons,Lynyrd Skynyrd,0.5994,0.068,0.847,0.085
Love Don't Always Come Easy,Lynyrd Skynyrd,0.9442,0.108,0.702,0.19
Low Down Dirty,Lynyrd Skynyrd,-0.377,0.103,0.798,0.099
Lucky Man,Lynyrd Skynyrd,0.9977,0.0,0.738,0.262
Made In The Shade,Lynyrd Skynyrd,0.9405,0.087,0.737,0.176
Mama's Song,Lynyrd Skynyrd,0.9509,0.059,0.805,0.136
Michelle,Lynyrd Skynyrd,0.9899,0.051,0.67,0.279
Money Back Guarantee,Lynyrd Skynyrd,0.9246,0.049,0.815,0.136
Money Man,Lynyrd Skynyrd,0.8575,0.078,0.812,0.11
Mr. Banker,Lynyrd Skynyrd,0.9022,0.0,0.882,0.118
Need All My Friends,Lynyrd Skynyrd,0.9256,0.115,0.698,0.187
Never Too Late,Lynyrd Skynyrd,0.9371,0.088,0.805,0.107
No One Can Take Your Place,Lynyrd Skynyrd,0.9828,0.137,0.637,0.226
None Of Us Are Free,Lynyrd Skynyrd,0.9986,0.013,0.745,0.241
On The Hunt,Lynyrd Skynyrd,0.9693,0.028,0.804,0.168
One In The Sun,Lynyrd Skynyrd,0.9781,0.058,0.768,0.173
One More Time,Lynyrd Skynyrd,0.9735,0.108,0.701,0.191
Outta Hell In My Dodge,Lynyrd Skynyrd,-0.9897,0.189,0.756,0.055
Pick 'em Up,Lynyrd Skynyrd,0.9687,0.091,0.736,0.173
Poison Whiskey,Lynyrd Skynyrd,-0.992,0.24,0.73,0.031
Poor Man's Dream,Lynyrd Skynyrd,0.9986,0.017,0.635,0.348
Preacher's Daughter,Lynyrd Skynyrd,0.9784,0.0,0.782,0.218
Railroad Song,Lynyrd Skynyrd,-0.5982,0.097,0.845,0.058
Rockin' Little Town,Lynyrd Skynyrd,0.9846,0.074,0.737,0.189
Roll Gypsy Roll,Lynyrd Skynyrd,-0.2023,0.045,0.914,0.041
Rudolph The Red-Nosed Reindeer,Lynyrd Skynyrd,0.9866,0.0,0.786,0.214
Run Run Rudolph,Lynyrd Skynyrd,0.8577,0.044,0.827,0.129
Santa Claus Is Coming To Town,Lynyrd Skynyrd,0.9932,0.044,0.79,0.166
Simple Man,Lynyrd Skynyrd,0.9891,0.018,0.821,0.16
Smokestack Lightning,Lynyrd Skynyrd,0.7579,0.116,0.73,0.154
Still Unbroken,Lynyrd Skynyrd,0.9967,0.064,0.675,0.262
Swamp Music,Lynyrd Skynyrd,0.9686,0.0,0.871,0.129
Sweet Home Alabama,Lynyrd Skynyrd,0.9841,0.026,0.775,0.199
Sweet Little Missy,Lynyrd Skynyrd,0.9992,0.031,0.545,0.425
Sweet Mama,Lynyrd Skynyrd,0.9972,0.05,0.672,0.278
T For Texas,Lynyrd Skynyrd,0.7761,0.083,0.809,0.108
Take Your Time,Lynyrd Skynyrd,0.9985,0.034,0.643,0.322
Talked Myself Right Into It,Lynyrd Skynyrd,-0.5268,0.097,0.815,0.088
That Smell,Lynyrd Skynyrd,-0.9918,0.186,0.804,0.01
The Ballad Of Curtis Lowe,Lynyrd Skynyrd,0.8834,0.092,0.744,0.164
The Needle And The Spoon,Lynyrd Skynyrd,0.4273,0.071,0.832,0.097
The Way,Lynyrd Skynyrd,0.1473,0.055,0.869,0.075
Things Goin' On,Lynyrd Skynyrd,0.8295,0.076,0.791,0.133
Tomorrow's Goodbye,Lynyrd Skynyrd,-0.197,0.136,0.74,0.124
Travelin' Man,Lynyrd Skynyrd,0.9161,0.05,0.851,0.099
We Ain't Much Different,Lynyrd Skynyrd,0.911,0.039,0.884,0.078
What's Your Name?,Lynyrd Skynyrd,0.9547,0.051,0.788,0.161
White Dove,Lynyrd Skynyrd,-0.9337,0.172,0.772,0.056
Workin',Lynyrd Skynyrd,0.9439,0.021,0.886,0.093
Workin' For Mca,Lynyrd Skynyrd,0.9133,0.043,0.809,0.148
Across The Sky,Madonna,0.9272,0.051,0.866,0.084
Ain't No Big Deal,Madonna,0.9966,0.028,0.669,0.302
American Pie,Madonna,-0.8886,0.145,0.718,0.137
And The Money Kept Rolling In,Madonna,0.9919,0.054,0.796,0.15
Bang Bang,Madonna,-0.1951,0.149,0.702,0.149
Be Yourself,Madonna,0.792,0.017,0.888,0.095
Beautiful Scars,Madonna,0.9985,0.045,0.65,0.305
Bedtime Story,Madonna,-0.5859,0.062,0.905,0.033
Best Friend,Madonna,0.9987,0.153,0.527,0.32
Best Night,Madonna,0.999,0.028,0.677,0.294
Birthday Song,Madonna,0.999,0.008,0.761,0.231
Bitch I'm Madonna,Madonna,-0.995,0.172,0.756,0.072
Body Shop,Madonna,0.9783,0.023,0.871,0.106
Borderline,Madonna,0.9967,0.081,0.697,0.222
Buenos Aires,Madonna,0.9497,0.031,0.874,0.095
Don't Cry For Me Argentina,Madonna,0.9893,0.05,0.761,0.188
Dress You Up,Madonna,0.9982,0.0,0.714,0.286
Each Time You Break My Heart,Madonna,0.9919,0.057,0.756,0.186
Fever,Madonna,0.9896,0.039,0.82,0.141
Fondbidden Love,Madonna,0.9974,0.201,0.417,0.382
Gambler,Madonna,0.9925,0.052,0.759,0.19
Gang Bang,Madonna,-0.9998,0.39,0.508,0.102
Get Up,Madonna,-0.9707,0.163,0.814,0.023
Ghosttown,Madonna,-0.9982,0.222,0.732,0.045
Girl Gone Wild,Madonna,0.9986,0.099,0.614,0.287
"Gone, Gone, Gone",Madonna,0.9979,0.099,0.578,0.323
Goodnight And Thank You,Madonna,0.9895,0.119,0.7,0.182
Heartbreak City,Madonna,-0.9824,0.178,0.738,0.085
Hello And Goodbye,Madonna,0.9327,0.039,0.784,0.177
"High Flying, Adored",Madonna,0.9693,0.098,0.723,0.178
Holiday,Madonna,0.9975,0.042,0.598,0.36
I Fucked Up,Madonna,-0.8742,0.199,0.626,0.175
"I Surrender, Dear",Madonna,0.7883,0.145,0.681,0.174
I Want You,Madonna,0.9945,0.077,0.569,0.354
Iconic,Madonna,0.9712,0.082,0.796,0.122
I'd Be Surprisingly Good For You,Madonna,0.9953,0.091,0.693,0.216
If You Forget Me,Madonna,0.9759,0.063,0.808,0.129
I'm A Sinner,Madonna,0.9946,0.059,0.739,0.203
I'm Addicted,Madonna,0.9958,0.039,0.753,0.208
I'm Going Bananas,Madonna,0.8793,0.039,0.869,0.093
I'm In Love With Love,Madonna,0.9981,0.019,0.669,0.313
Imagine,Madonna,0.8641,0.137,0.69,0.173
Into The Hollywood Groove,Madonna,0.9152,0.058,0.846,0.096
Is This Love,Madonna,-0.4258,0.088,0.845,0.067
Joan Of Arc,Madonna,-0.9841,0.17,0.769,0.06
Just A Dream,Madonna,0.7569,0.107,0.75,0.142
La Petite Jeune Fille,Madonna,-0.8209,0.165,0.712,0.123
Lady Of The Dawn,Madonna,0.9926,0.088,0.658,0.254
Lament,Madonna,-0.926,0.135,0.807,0.058
Laugh To Keep From Crying,Madonna,0.9252,0.144,0.669,0.187
Lies In Your Eyes,Madonna,-0.9961,0.26,0.652,0.088
Like A Flower,Madonna,0.9764,0.064,0.774,0.163
Like An Angel Passing Through My Room,Madonna,0.7391,0.12,0.718,0.162
Liquid Love,Madonna,0.996,0.032,0.607,0.361
Little Boy Lost,Madonna,-0.9595,0.177,0.77,0.053
Love Don't Live Here Anymore,Madonna,0.9902,0.12,0.645,0.235
Love Is On Fire,Madonna,0.9895,0.151,0.629,0.22
Love On The Run,Madonna,0.999,0.028,0.604,0.368
Love Won't Wait,Madonna,0.9862,0.07,0.796,0.133
Masterpiece,Madonna,0.9968,0.121,0.582,0.297
Material Girl,Madonna,0.9277,0.029,0.902,0.069
Messiah,Madonna,0.9915,0.029,0.825,0.146
Never Let You Go,Madonna,0.972,0.134,0.707,0.159
Now I'm Following You,Madonna,0.8779,0.024,0.898,0.079
Oh What A Circus,Madonna,-0.9542,0.155,0.727,0.119
"Achilles, Agony And Ecstasy In Eight Parts",Manowar,-0.9994,0.268,0.65,0.081
All Men Play On 10,Manowar,-0.6726,0.105,0.818,0.077
All Men Play On Ten,Manowar,-0.6259,0.099,0.825,0.076
Animals,Manowar,0.8684,0.048,0.816,0.136
Army Of Immortals,Manowar,0.9736,0.032,0.804,0.164
Black List,Manowar,-0.95,0.172,0.71,0.118
Black Wind Fire And Steel,Manowar,-0.9728,0.178,0.766,0.056
Blood Brothers,Manowar,0.9874,0.049,0.732,0.22
Blood Of My Enemies,Manowar,-0.9944,0.317,0.592,0.091
Blood Of The Kings,Manowar,-0.97,0.135,0.779,0.086
Blow Your Speakers,Manowar,0.9791,0.095,0.665,0.24
Bridge Of Death,Manowar,-0.3274,0.107,0.777,0.116
Brothers Of Metal,Manowar,-0.9538,0.103,0.871,0.026
Burning,Manowar,-0.9432,0.199,0.713,0.088
Call To Arms,Manowar,-0.9934,0.225,0.686,0.089
Carry On,Manowar,-0.3939,0.068,0.884,0.049
Courage,Manowar,0.9661,0.108,0.707,0.184
Dark Avenger,Manowar,-0.9988,0.271,0.678,0.052
Dawn Of Battle,Manowar,-0.9948,0.229,0.69,0.081
Death Hector's Reward,Manowar,-0.996,0.304,0.631,0.065
Death Tone,Manowar,-0.682,0.089,0.847,0.065
Defender,Manowar,0.9696,0.093,0.691,0.216
Die For Metal,Manowar,-0.7585,0.147,0.72,0.133
El Gringo,Manowar,-0.9829,0.194,0.695,0.111
Fast Taker,Manowar,0.9443,0.09,0.753,0.157
Fight For Freedom,Manowar,0.9711,0.068,0.755,0.177
Fighting The World,Manowar,-0.9929,0.273,0.697,0.03
Gloves Of Metal,Manowar,0.8398,0.031,0.902,0.067
Gods Of War,Manowar,-0.9895,0.207,0.715,0.079
Guyana,Manowar,0.5719,0.122,0.729,0.149
Hymn Of The Immortal Warriors,Manowar,0.8361,0.107,0.755,0.138
Kill With Power,Manowar,-0.9981,0.47,0.454,0.076
King,Manowar,-0.9943,0.221,0.654,0.125
King Of Kings,Manowar,-0.9906,0.174,0.758,0.067
Kingdom Come,Manowar,0.1901,0.025,0.944,0.031
Kings Of Metal,Manowar,-0.9785,0.193,0.665,0.142
Loki God Of Fire,Manowar,-0.8834,0.153,0.727,0.121
Manowar,Manowar,-0.5106,0.074,0.898,0.028
March For Revenge,Manowar,-0.9948,0.211,0.745,0.043
Master Of The Wind,Manowar,0.9528,0.014,0.895,0.092
Metal Warriors,Manowar,-0.5508,0.109,0.829,0.062
Metal Warriors (brothers Of Metal Part One),Manowar,-0.5508,0.109,0.829,0.062
Nessun Dorma,Manowar,0.8926,0.138,0.653,0.209
Outlaw,Manowar,-0.9821,0.21,0.666,0.125
Return Of The Warlord,Manowar,-0.9909,0.204,0.719,0.077
Ride The Dragon,Manowar,-0.9972,0.226,0.713,0.061
Secret Of Steel,Manowar,0.9744,0.006,0.856,0.138
Sign Of The Hammer,Manowar,-0.9231,0.177,0.764,0.059
Sing Of The Hammer,Manowar,-0.9657,0.159,0.78,0.062
Swords In The Wind,Manowar,-0.9865,0.16,0.775,0.065
The Crown And The Ring,Manowar,-0.9349,0.171,0.735,0.094
The Glory Of Achilles,Manowar,-0.9545,0.213,0.695,0.092
The God's Made Of Heavy Metal,Manowar,-0.7438,0.12,0.774,0.106
The Last Winged Unicorn,Manowar,0.6157,0.096,0.814,0.091
The Lord Of Steel,Manowar,-0.2037,0.166,0.667,0.167
The Oath,Manowar,-0.9661,0.232,0.688,0.079
The Power,Manowar,-0.9831,0.217,0.66,0.122
The Power Of Thy Sword,Manowar,-0.9681,0.218,0.629,0.153
The Spirit Horse Of The Cherokee,Manowar,0.7476,0.224,0.524,0.252
The Warriors Prayer,Manowar,-0.8874,0.151,0.701,0.147
Thor,Manowar,-0.6577,0.157,0.719,0.123
Thor (the Powerhead),Manowar,-0.977,0.188,0.724,0.088
Warlord,Manowar,-0.6979,0.102,0.799,0.099
Wheels Of Fire,Manowar,-0.8336,0.138,0.763,0.099
After Tonight,Mariah Carey,0.9918,0.009,0.771,0.22
Against All Odds,Mariah Carey,0.8705,0.049,0.881,0.07
All I Want For Christmas,Mariah Carey,0.8638,0.086,0.839,0.075
All In Your Mind,Mariah Carey,0.9936,0.008,0.777,0.215
All I've Ever Wanted,Mariah Carey,0.9677,0.069,0.772,0.159
All My Life,Mariah Carey,0.9735,0.027,0.842,0.131
Almost Home,Mariah Carey,0.9092,0.046,0.851,0.103
Alone In Love,Mariah Carey,0.9492,0.125,0.696,0.179
Always Be My Baby,Mariah Carey,0.9939,0.055,0.749,0.196
Always Be My Baby - Album Version,Mariah Carey,0.9964,0.06,0.732,0.208
And You Don't Remember,Mariah Carey,-0.916,0.179,0.726,0.095
Angels Cry,Mariah Carey,0.9821,0.151,0.644,0.204
Babydoll,Mariah Carey,0.9966,0.021,0.787,0.192
Bliss,Mariah Carey,0.7156,0.117,0.735,0.148
Boy,Mariah Carey,0.9968,0.065,0.74,0.195
Breakdown,Mariah Carey,0.87,0.146,0.692,0.162
Bringin' On The Heartache,Mariah Carey,0.9903,0.085,0.7,0.215
Butterfly,Mariah Carey,0.9774,0.026,0.858,0.116
Bye Bye (Jay-Z Remix),Mariah Carey,0.999,0.046,0.742,0.212
Candy Bling,Mariah Carey,0.9997,0.034,0.631,0.335
Can't Let Go,Mariah Carey,-0.862,0.113,0.837,0.05
Cry,Mariah Carey,-0.9887,0.242,0.638,0.12
Daydream,Mariah Carey,0.9977,0.006,0.629,0.365
Dedicated,Mariah Carey,0.9984,0.019,0.751,0.23
Didn't Mean To Turn You On,Mariah Carey,-0.8388,0.11,0.834,0.056
Do You Think Of Me?,Mariah Carey,-0.7697,0.097,0.827,0.077
Don't Forget About Us,Mariah Carey,0.9653,0.102,0.749,0.148
Dreamlover,Mariah Carey,0.9577,0.061,0.743,0.196
Emotions,Mariah Carey,0.9961,0.012,0.715,0.273
Emotions - 12 Club Mix,Mariah Carey,0.9956,0.012,0.757,0.231
Endless Love,Mariah Carey,0.9944,0.058,0.649,0.293
Faded,Mariah Carey,0.8534,0.008,0.934,0.058
Fantasy,Mariah Carey,0.9989,0.017,0.638,0.345
Fantasy (Bad Boy Fantasy),Mariah Carey,0.9989,0.017,0.638,0.345
Fly Away,Mariah Carey,-0.6617,0.028,0.972,0.0
Fly Like A Bird,Mariah Carey,0.8804,0.115,0.729,0.156
Fourth Of July,Mariah Carey,0.9792,0.058,0.78,0.162
Get Your Number,Mariah Carey,0.9681,0.039,0.832,0.129
"God Rest Ye Merry, Gentlemen",Mariah Carey,0.9954,0.0,0.538,0.462
Hate You,Mariah Carey,0.8323,0.116,0.744,0.14
Heartbreaker,Mariah Carey,0.9918,0.108,0.723,0.168
Heat,Mariah Carey,0.9933,0.037,0.81,0.153
Hero,Mariah Carey,0.9892,0.108,0.642,0.249
Honey,Mariah Carey,0.9955,0.063,0.752,0.185
Hopelessly Devoted To You,Mariah Carey,-0.1923,0.182,0.648,0.17
I Don't Wanna Cry,Mariah Carey,-0.8129,0.122,0.804,0.075
I Feel It,Mariah Carey,0.991,0.025,0.785,0.19
I Only Wanted,Mariah Carey,0.291,0.066,0.853,0.081
I Still Believe,Mariah Carey,0.9959,0.092,0.644,0.264
I Want To Know What Love Is,Mariah Carey,0.998,0.04,0.664,0.296
If It's Over,Mariah Carey,0.7591,0.055,0.847,0.098
I'll Be Lovin U Long Time,Mariah Carey,0.9893,0.056,0.796,0.148
I'll Be There,Mariah Carey,0.9984,0.0,0.702,0.298
I'm That Chick,Mariah Carey,0.9932,0.016,0.825,0.159
Irresistible,Mariah Carey,0.9772,0.104,0.742,0.154
Irresistible (Westside Connection),Mariah Carey,0.9878,0.101,0.734,0.165
It's A Wrap,Mariah Carey,-0.9976,0.217,0.762,0.021
I've Been Thinking About You,Mariah Carey,0.9958,0.058,0.763,0.178
Jesus Born On This Day,Mariah Carey,0.994,0.0,0.78,0.22
"Jesus, Oh What A Wonderful Child",Mariah Carey,0.9974,0.035,0.649,0.317
Joy Ride,Mariah Carey,-0.7772,0.156,0.709,0.135
Joy To The World,Mariah Carey,0.9989,0.0,0.621,0.379
Just To Hold You Once Again,Mariah Carey,-0.9738,0.136,0.841,0.023
Languishing,Mariah Carey,-0.8809,0.122,0.825,0.053
Last Night A DJ Saved My Life,Mariah Carey,0.981,0.103,0.73,0.168
Lead The Way,Mariah Carey,0.9792,0.041,0.743,0.216
Little Drummer Boy,Mariah Carey,0.9322,0.045,0.833,0.122
Looking In,Mariah Carey,0.7684,0.084,0.784,0.132
Make It Last Forever,Mariah Carey,0.9965,0.132,0.605,0.264
Me. I Am Mariah... The Elusive Chanteuse,Mariah Carey,0.8689,0.013,0.898,0.089
Mine Again,Mariah Carey,0.988,0.053,0.771,0.176
Misty Moon,Mariah Carey,0.9884,0.0,0.665,0.335
Music Box,Mariah Carey,0.9887,0.091,0.669,0.24
My All,Mariah Carey,0.9522,0.057,0.822,0.121
My Saving Grace,Mariah Carey,0.9987,0.072,0.57,0.357
Never Forget You,Mariah Carey,-0.8684,0.089,0.865,0.047
Never Too Far,Mariah Carey,0.7964,0.027,0.916,0.057
O Come All Ye Faithful,Mariah Carey,0.9942,0.0,0.678,0.322
O Holy Night,Mariah Carey,0.9686,0.089,0.59,0.321
O Little Town Of Bethlehem,Mariah Carey,0.9524,0.066,0.764,0.171
Obsessed,Mariah Carey,-0.9981,0.187,0.764,0.049
Oh Santa,Mariah Carey,0.9921,0.013,0.89,0.098
One And Only,Mariah Carey,0.9938,0.091,0.743,0.166
One Child,Mariah Carey,0.9958,0.052,0.692,0.256
One Sweet Day,Mariah Carey,0.9791,0.057,0.721,0.222
O.O.C.,Mariah Carey,0.8117,0.051,0.865,0.084
Open Arms,Mariah Carey,0.9509,0.036,0.807,0.157
Outside,Mariah Carey,-0.9217,0.151,0.77,0.079
Petals,Mariah Carey,0.9934,0.114,0.66,0.226
Prisoner,Mariah Carey,0.9848,0.115,0.662,0.223
Ribbon,Mariah Carey,0.9817,0.027,0.886,0.087
Right To Dream,Mariah Carey,0.9683,0.064,0.786,0.15
Santa Claus Is Coming To Town,Mariah Carey,0.9898,0.016,0.778,0.206
Save The Day,Mariah Carey,-0.9824,0.255,0.604,0.142
Say Something,Mariah Carey,0.9986,0.016,0.738,0.246
Secret Love,Mariah Carey,0.9974,0.0,0.838,0.162
Sent From Up Above,Mariah Carey,0.9866,0.034,0.646,0.32
Shake It Off,Mariah Carey,-0.9898,0.254,0.652,0.094
Silent Night,Mariah Carey,0.9961,0.0,0.521,0.479
Slipping Away,Mariah Carey,0.9542,0.039,0.89,0.071
So Blessed,Mariah Carey,0.9881,0.039,0.676,0.286
Someday,Mariah Carey,-0.8391,0.091,0.849,0.06
Subtle Invitation,Mariah Carey,0.8344,0.09,0.796,0.114
Sunflowers For Alfred Roy,Mariah Carey,0.9715,0.122,0.647,0.231
Sweetheart,Mariah Carey,0.999,0.042,0.726,0.232
Thank God I Found You,Mariah Carey,0.9968,0.047,0.728,0.225
Thanx 4 Nothin',Mariah Carey,0.9462,0.05,0.851,0.099
The Beautiful Ones,Mariah Carey,0.9741,0.084,0.684,0.232
